debu total,tanggal,hari angka,hari,pukul
462.4,2015-12-14 12:00:00,0,Senin,12
326.6,2015-12-14 13:00:00,0,Senin,13
227.0,2015-12-14 14:00:00,0,Senin,14
180.60000000000002,2015-12-14 15:00:00,0,Senin,15
217.8,2015-12-14 16:00:00,0,Senin,16
189.0,2015-12-14 17:00:00,0,Senin,17
122.9,2015-12-14 18:00:00,0,Senin,18
49.2,2015-12-14 19:00:00,0,Senin,19
34.0,2015-12-14 20:00:00,0,Senin,20
31.4,2015-12-14 21:00:00,0,Senin,21
27.5,2015-12-14 22:00:00,0,Senin,22
25.0,2015-12-14 23:00:00,0,Senin,23
24.8,2015-12-15 00:00:00,1,Selasa,0
19.4,2015-12-15 01:00:00,1,Selasa,1
22.1,2015-12-15 02:00:00,1,Selasa,2
19.7,2015-12-15 03:00:00,1,Selasa,3
15.9,2015-12-15 04:00:00,1,Selasa,4
13.899999999999999,2015-12-15 05:00:00,1,Selasa,5
11.5,2015-12-15 06:00:00,1,Selasa,6
12.8,2015-12-15 07:00:00,1,Selasa,7
20.6,2015-12-15 08:00:00,1,Selasa,8
23.9,2015-12-15 09:00:00,1,Selasa,9
20.0,2015-12-15 10:00:00,1,Selasa,10
17.3,2015-12-15 11:00:00,1,Selasa,11
15.0,2015-12-15 12:00:00,1,Selasa,12
12.4,2015-12-15 13:00:00,1,Selasa,13
14.2,2015-12-15 14:00:00,1,Selasa,14
12.2,2015-12-15 15:00:00,1,Selasa,15
13.9,2015-12-15 16:00:00,1,Selasa,16
17.0,2015-12-15 17:00:00,1,Selasa,17
14.0,2015-12-15 18:00:00,1,Selasa,18
18.5,2015-12-15 19:00:00,1,Selasa,19
15.6,2015-12-15 20:00:00,1,Selasa,20
14.5,2015-12-15 21:00:00,1,Selasa,21
13.1,2015-12-15 22:00:00,1,Selasa,22
14.4,2015-12-15 23:00:00,1,Selasa,23
11.7,2015-12-16 00:00:00,2,Rabu,0
13.100000000000001,2015-12-16 01:00:00,2,Rabu,1
12.2,2015-12-16 02:00:00,2,Rabu,2
11.8,2015-12-16 03:00:00,2,Rabu,3
11.0,2015-12-16 04:00:00,2,Rabu,4
9.2,2015-12-16 05:00:00,2,Rabu,5
11.3,2015-12-16 06:00:00,2,Rabu,6
15.8,2015-12-16 07:00:00,2,Rabu,7
19.6,2015-12-16 08:00:00,2,Rabu,8
20.6,2015-12-16 09:00:00,2,Rabu,9
18.9,2015-12-16 10:00:00,2,Rabu,10
22.4,2015-12-16 11:00:00,2,Rabu,11
23.900000000000002,2015-12-16 12:00:00,2,Rabu,12
21.6,2015-12-16 13:00:00,2,Rabu,13
24.4,2015-12-16 14:00:00,2,Rabu,14
18.2,2015-12-16 15:00:00,2,Rabu,15
17.8,2015-12-16 16:00:00,2,Rabu,16
17.9,2015-12-16 17:00:00,2,Rabu,17
17.6,2015-12-16 18:00:00,2,Rabu,18
18.8,2015-12-16 19:00:00,2,Rabu,19
20.9,2015-12-16 20:00:00,2,Rabu,20
18.700000000000003,2015-12-16 21:00:00,2,Rabu,21
19.2,2015-12-16 22:00:00,2,Rabu,22
22.6,2015-12-16 23:00:00,2,Rabu,23
26.6,2015-12-17 00:00:00,3,Kamis,0
26.9,2015-12-17 01:00:00,3,Kamis,1
31.5,2015-12-17 02:00:00,3,Kamis,2
31.6,2015-12-17 03:00:00,3,Kamis,3
25.5,2015-12-17 04:00:00,3,Kamis,4
28.2,2015-12-17 05:00:00,3,Kamis,5
28.0,2015-12-17 06:00:00,3,Kamis,6
48.4,2015-12-17 07:00:00,3,Kamis,7
71.3,2015-12-17 08:00:00,3,Kamis,8
83.69999999999999,2015-12-17 09:00:00,3,Kamis,9
81.0,2015-12-17 10:00:00,3,Kamis,10
87.30000000000001,2015-12-17 11:00:00,3,Kamis,11
106.8,2015-12-17 12:00:00,3,Kamis,12
116.5,2015-12-17 13:00:00,3,Kamis,13
119.1,2015-12-17 14:00:00,3,Kamis,14
115.0,2015-12-17 15:00:00,3,Kamis,15
129.8,2015-12-17 16:00:00,3,Kamis,16
166.5,2015-12-17 17:00:00,3,Kamis,17
193.8,2015-12-17 18:00:00,3,Kamis,18
219.0,2015-12-17 19:00:00,3,Kamis,19
246.20000000000002,2015-12-17 20:00:00,3,Kamis,20
258.6,2015-12-17 21:00:00,3,Kamis,21
256.0,2015-12-17 22:00:00,3,Kamis,22
249.5,2015-12-17 23:00:00,3,Kamis,23
239.8,2015-12-18 00:00:00,4,Jumat,0
216.3,2015-12-18 01:00:00,4,Jumat,1
200.8,2015-12-18 02:00:00,4,Jumat,2
209.2,2015-12-18 03:00:00,4,Jumat,3
202.3,2015-12-18 04:00:00,4,Jumat,4
164.60000000000002,2015-12-18 05:00:00,4,Jumat,5
123.69999999999999,2015-12-18 06:00:00,4,Jumat,6
105.1,2015-12-18 07:00:00,4,Jumat,7
96.6,2015-12-18 08:00:00,4,Jumat,8
90.9,2015-12-18 09:00:00,4,Jumat,9
86.0,2015-12-18 10:00:00,4,Jumat,10
81.8,2015-12-18 11:00:00,4,Jumat,11
68.30000000000001,2015-12-18 12:00:00,4,Jumat,12
57.2,2015-12-18 13:00:00,4,Jumat,13
55.300000000000004,2015-12-18 14:00:00,4,Jumat,14
52.8,2015-12-18 15:00:00,4,Jumat,15
52.0,2015-12-18 16:00:00,4,Jumat,16
51.1,2015-12-18 17:00:00,4,Jumat,17
68.1,2015-12-18 18:00:00,4,Jumat,18
95.6,2015-12-18 19:00:00,4,Jumat,19
130.8,2015-12-18 20:00:00,4,Jumat,20
149.7,2015-12-18 21:00:00,4,Jumat,21
159.2,2015-12-18 22:00:00,4,Jumat,22
197.8,2015-12-18 23:00:00,4,Jumat,23
183.5,2015-12-19 00:00:00,5,Sabtu,0
180.6,2015-12-19 01:00:00,5,Sabtu,1
184.5,2015-12-19 02:00:00,5,Sabtu,2
203.3,2015-12-19 03:00:00,5,Sabtu,3
222.1,2015-12-19 04:00:00,5,Sabtu,4
250.29999999999998,2015-12-19 05:00:00,5,Sabtu,5
266.2,2015-12-19 06:00:00,5,Sabtu,6
258.4,2015-12-19 07:00:00,5,Sabtu,7
227.3,2015-12-19 08:00:00,5,Sabtu,8
204.89999999999998,2015-12-19 09:00:00,5,Sabtu,9
199.2,2015-12-19 10:00:00,5,Sabtu,10
185.89999999999998,2015-12-19 11:00:00,5,Sabtu,11
204.1,2015-12-19 12:00:00,5,Sabtu,12
213.5,2015-12-19 13:00:00,5,Sabtu,13
233.1,2015-12-19 14:00:00,5,Sabtu,14
254.0,2015-12-19 15:00:00,5,Sabtu,15
259.0,2015-12-19 16:00:00,5,Sabtu,16
255.5,2015-12-19 17:00:00,5,Sabtu,17
256.3,2015-12-19 18:00:00,5,Sabtu,18
264.7,2015-12-19 19:00:00,5,Sabtu,19
253.0,2015-12-19 20:00:00,5,Sabtu,20
265.9,2015-12-19 21:00:00,5,Sabtu,21
287.9,2015-12-19 22:00:00,5,Sabtu,22
308.6,2015-12-19 23:00:00,5,Sabtu,23
323.6,2015-12-20 00:00:00,6,Minggu,0
334.6,2015-12-20 01:00:00,6,Minggu,1
340.5,2015-12-20 02:00:00,6,Minggu,2
315.1,2015-12-20 03:00:00,6,Minggu,3
317.4,2015-12-20 04:00:00,6,Minggu,4
300.3,2015-12-20 05:00:00,6,Minggu,5
291.4,2015-12-20 06:00:00,6,Minggu,6
297.4,2015-12-20 07:00:00,6,Minggu,7
291.9,2015-12-20 08:00:00,6,Minggu,8
302.1,2015-12-20 09:00:00,6,Minggu,9
292.6,2015-12-20 10:00:00,6,Minggu,10
297.6,2015-12-20 11:00:00,6,Minggu,11
298.9,2015-12-20 12:00:00,6,Minggu,12
312.70000000000005,2015-12-20 13:00:00,6,Minggu,13
332.4,2015-12-20 14:00:00,6,Minggu,14
363.2,2015-12-20 15:00:00,6,Minggu,15
382.4,2015-12-20 16:00:00,6,Minggu,16
394.5,2015-12-20 17:00:00,6,Minggu,17
419.1,2015-12-20 18:00:00,6,Minggu,18
469.4,2015-12-20 19:00:00,6,Minggu,19
490.4,2015-12-20 20:00:00,6,Minggu,20
491.9,2015-12-20 21:00:00,6,Minggu,21
488.0,2015-12-20 22:00:00,6,Minggu,22
477.8,2015-12-20 23:00:00,6,Minggu,23
471.20000000000005,2015-12-21 00:00:00,0,Senin,0
459.2,2015-12-21 01:00:00,0,Senin,1
447.4,2015-12-21 02:00:00,0,Senin,2
412.79999999999995,2015-12-21 03:00:00,0,Senin,3
370.0,2015-12-21 04:00:00,0,Senin,4
323.29999999999995,2015-12-21 05:00:00,0,Senin,5
312.20000000000005,2015-12-21 06:00:00,0,Senin,6
325.1,2015-12-21 07:00:00,0,Senin,7
337.0,2015-12-21 08:00:00,0,Senin,8
362.0,2015-12-21 09:00:00,0,Senin,9
374.5,2015-12-21 10:00:00,0,Senin,10
373.79999999999995,2015-12-21 11:00:00,0,Senin,11
406.0,2015-12-21 12:00:00,0,Senin,12
432.70000000000005,2015-12-21 13:00:00,0,Senin,13
412.3,2015-12-21 14:00:00,0,Senin,14
381.20000000000005,2015-12-21 15:00:00,0,Senin,15
350.0,2015-12-21 16:00:00,0,Senin,16
342.6,2015-12-21 17:00:00,0,Senin,17
383.4,2015-12-21 18:00:00,0,Senin,18
481.5,2015-12-21 19:00:00,0,Senin,19
584.1,2015-12-21 20:00:00,0,Senin,20
582.8,2015-12-21 21:00:00,0,Senin,21
572.2,2015-12-21 22:00:00,0,Senin,22
585.0999999999999,2015-12-21 23:00:00,0,Senin,23
535.4000000000001,2015-12-22 00:00:00,1,Selasa,0
520.3,2015-12-22 01:00:00,1,Selasa,1
503.0,2015-12-22 02:00:00,1,Selasa,2
480.6,2015-12-22 03:00:00,1,Selasa,3
396.4,2015-12-22 04:00:00,1,Selasa,4
319.6,2015-12-22 05:00:00,1,Selasa,5
314.29999999999995,2015-12-22 06:00:00,1,Selasa,6
319.7,2015-12-22 07:00:00,1,Selasa,7
323.20000000000005,2015-12-22 08:00:00,1,Selasa,8
305.0,2015-12-22 09:00:00,1,Selasa,9
299.70000000000005,2015-12-22 10:00:00,1,Selasa,10
321.8,2015-12-22 11:00:00,1,Selasa,11
421.9,2015-12-22 12:00:00,1,Selasa,12
500.20000000000005,2015-12-22 13:00:00,1,Selasa,13
560.0999999999999,2015-12-22 14:00:00,1,Selasa,14
633.7,2015-12-22 15:00:00,1,Selasa,15
759.3,2015-12-22 16:00:00,1,Selasa,16
789.7,2015-12-22 17:00:00,1,Selasa,17
764.8,2015-12-22 18:00:00,1,Selasa,18
781.0999999999999,2015-12-22 19:00:00,1,Selasa,19
793.5999999999999,2015-12-22 20:00:00,1,Selasa,20
767.0,2015-12-22 21:00:00,1,Selasa,21
755.9000000000001,2015-12-22 22:00:00,1,Selasa,22
745.5,2015-12-22 23:00:00,1,Selasa,23
725.7,2015-12-23 00:00:00,2,Rabu,0
719.4000000000001,2015-12-23 01:00:00,2,Rabu,1
687.5,2015-12-23 02:00:00,2,Rabu,2
683.5,2015-12-23 03:00:00,2,Rabu,3
685.1,2015-12-23 04:00:00,2,Rabu,4
666.0999999999999,2015-12-23 05:00:00,2,Rabu,5
640.7,2015-12-23 06:00:00,2,Rabu,6
624.6,2015-12-23 07:00:00,2,Rabu,7
570.2,2015-12-23 08:00:00,2,Rabu,8
553.5,2015-12-23 09:00:00,2,Rabu,9
554.5,2015-12-23 10:00:00,2,Rabu,10
540.6,2015-12-23 11:00:00,2,Rabu,11
458.5,2015-12-23 12:00:00,2,Rabu,12
342.4,2015-12-23 13:00:00,2,Rabu,13
230.4,2015-12-23 14:00:00,2,Rabu,14
192.4,2015-12-23 15:00:00,2,Rabu,15
181.0,2015-12-23 16:00:00,2,Rabu,16
209.5,2015-12-23 17:00:00,2,Rabu,17
336.79999999999995,2015-12-23 18:00:00,2,Rabu,18
429.4,2015-12-23 19:00:00,2,Rabu,19
487.4,2015-12-23 20:00:00,2,Rabu,20
456.9,2015-12-23 21:00:00,2,Rabu,21
423.1,2015-12-23 22:00:00,2,Rabu,22
339.6,2015-12-23 23:00:00,2,Rabu,23
253.2,2015-12-24 00:00:00,3,Kamis,0
183.5,2015-12-24 01:00:00,3,Kamis,1
155.5,2015-12-24 02:00:00,3,Kamis,2
148.8,2015-12-24 03:00:00,3,Kamis,3
130.0,2015-12-24 04:00:00,3,Kamis,4
113.1,2015-12-24 05:00:00,3,Kamis,5
95.7,2015-12-24 06:00:00,3,Kamis,6
94.80000000000001,2015-12-24 07:00:00,3,Kamis,7
110.5,2015-12-24 08:00:00,3,Kamis,8
118.80000000000001,2015-12-24 09:00:00,3,Kamis,9
118.8,2015-12-24 10:00:00,3,Kamis,10
147.3,2015-12-24 11:00:00,3,Kamis,11
209.8,2015-12-24 12:00:00,3,Kamis,12
192.5,2015-12-24 13:00:00,3,Kamis,13
200.8,2015-12-24 14:00:00,3,Kamis,14
248.0,2015-12-24 15:00:00,3,Kamis,15
287.1,2015-12-24 16:00:00,3,Kamis,16
372.1,2015-12-24 17:00:00,3,Kamis,17
342.7,2015-12-24 18:00:00,3,Kamis,18
305.8,2015-12-24 19:00:00,3,Kamis,19
375.3,2015-12-24 20:00:00,3,Kamis,20
536.9,2015-12-24 21:00:00,3,Kamis,21
651.7,2015-12-24 22:00:00,3,Kamis,22
690.3,2015-12-24 23:00:00,3,Kamis,23
732.5,2015-12-25 00:00:00,4,Jumat,0
751.3,2015-12-25 01:00:00,4,Jumat,1
742.2,2015-12-25 02:00:00,4,Jumat,2
729.5999999999999,2015-12-25 03:00:00,4,Jumat,3
726.5999999999999,2015-12-25 04:00:00,4,Jumat,4
752.4000000000001,2015-12-25 05:00:00,4,Jumat,5
760.4000000000001,2015-12-25 06:00:00,4,Jumat,6
769.9,2015-12-25 07:00:00,4,Jumat,7
825.1,2015-12-25 08:00:00,4,Jumat,8
846.6,2015-12-25 09:00:00,4,Jumat,9
870.0,2015-12-25 10:00:00,4,Jumat,10
921.8,2015-12-25 11:00:00,4,Jumat,11
945.2,2015-12-25 12:00:00,4,Jumat,12
1002.3,2015-12-25 13:00:00,4,Jumat,13
1057.1,2015-12-25 14:00:00,4,Jumat,14
1082.3,2015-12-25 15:00:00,4,Jumat,15
1072.6999999999998,2015-12-25 16:00:00,4,Jumat,16
1006.0999999999999,2015-12-25 17:00:00,4,Jumat,17
964.6,2015-12-25 18:00:00,4,Jumat,18
942.1,2015-12-25 19:00:00,4,Jumat,19
944.8,2015-12-25 20:00:00,4,Jumat,20
943.7,2015-12-25 21:00:00,4,Jumat,21
942.3,2015-12-25 22:00:00,4,Jumat,22
929.0999999999999,2015-12-25 23:00:00,4,Jumat,23
934.4000000000001,2015-12-26 00:00:00,5,Sabtu,0
919.6,2015-12-26 01:00:00,5,Sabtu,1
909.4,2015-12-26 02:00:00,5,Sabtu,2
897.5,2015-12-26 03:00:00,5,Sabtu,3
878.8,2015-12-26 04:00:00,5,Sabtu,4
857.0,2015-12-26 05:00:00,5,Sabtu,5
825.5999999999999,2015-12-26 06:00:00,5,Sabtu,6
803.5,2015-12-26 07:00:00,5,Sabtu,7
732.0,2015-12-26 08:00:00,5,Sabtu,8
669.1,2015-12-26 09:00:00,5,Sabtu,9
678.4,2015-12-26 10:00:00,5,Sabtu,10
680.0,2015-12-26 11:00:00,5,Sabtu,11
600.2,2015-12-26 12:00:00,5,Sabtu,12
503.5,2015-12-26 13:00:00,5,Sabtu,13
383.2,2015-12-26 14:00:00,5,Sabtu,14
313.0,2015-12-26 15:00:00,5,Sabtu,15
329.7,2015-12-26 16:00:00,5,Sabtu,16
333.6,2015-12-26 17:00:00,5,Sabtu,17
303.3,2015-12-26 18:00:00,5,Sabtu,18
295.7,2015-12-26 19:00:00,5,Sabtu,19
298.9,2015-12-26 20:00:00,5,Sabtu,20
292.0,2015-12-26 21:00:00,5,Sabtu,21
235.8,2015-12-26 22:00:00,5,Sabtu,22
173.7,2015-12-26 23:00:00,5,Sabtu,23
119.6,2015-12-27 00:00:00,6,Minggu,0
82.0,2015-12-27 01:00:00,6,Minggu,1
69.8,2015-12-27 02:00:00,6,Minggu,2
59.0,2015-12-27 03:00:00,6,Minggu,3
51.8,2015-12-27 04:00:00,6,Minggu,4
42.0,2015-12-27 05:00:00,6,Minggu,5
39.400000000000006,2015-12-27 06:00:00,6,Minggu,6
34.6,2015-12-27 07:00:00,6,Minggu,7
31.4,2015-12-27 08:00:00,6,Minggu,8
32.0,2015-12-27 09:00:00,6,Minggu,9
37.0,2015-12-27 10:00:00,6,Minggu,10
53.4,2015-12-27 11:00:00,6,Minggu,11
64.4,2015-12-27 12:00:00,6,Minggu,12
74.6,2015-12-27 13:00:00,6,Minggu,13
83.0,2015-12-27 14:00:00,6,Minggu,14
96.5,2015-12-27 15:00:00,6,Minggu,15
110.0,2015-12-27 16:00:00,6,Minggu,16
123.8,2015-12-27 17:00:00,6,Minggu,17
129.1,2015-12-27 18:00:00,6,Minggu,18
147.8,2015-12-27 19:00:00,6,Minggu,19
159.2,2015-12-27 20:00:00,6,Minggu,20
160.8,2015-12-27 21:00:00,6,Minggu,21
164.3,2015-12-27 22:00:00,6,Minggu,22
168.7,2015-12-27 23:00:00,6,Minggu,23
179.89999999999998,2015-12-28 00:00:00,0,Senin,0
187.10000000000002,2015-12-28 01:00:00,0,Senin,1
192.3,2015-12-28 02:00:00,0,Senin,2
170.89999999999998,2015-12-28 03:00:00,0,Senin,3
159.0,2015-12-28 04:00:00,0,Senin,4
140.6,2015-12-28 05:00:00,0,Senin,5
135.6,2015-12-28 06:00:00,0,Senin,6
133.6,2015-12-28 07:00:00,0,Senin,7
140.10000000000002,2015-12-28 08:00:00,0,Senin,8
157.6,2015-12-28 09:00:00,0,Senin,9
188.5,2015-12-28 10:00:00,0,Senin,10
180.5,2015-12-28 11:00:00,0,Senin,11
189.8,2015-12-28 12:00:00,0,Senin,12
175.39999999999998,2015-12-28 13:00:00,0,Senin,13
169.3,2015-12-28 14:00:00,0,Senin,14
168.10000000000002,2015-12-28 15:00:00,0,Senin,15
190.2,2015-12-28 16:00:00,0,Senin,16
216.3,2015-12-28 17:00:00,0,Senin,17
242.4,2015-12-28 18:00:00,0,Senin,18
267.1,2015-12-28 19:00:00,0,Senin,19
284.2,2015-12-28 20:00:00,0,Senin,20
323.5,2015-12-28 21:00:00,0,Senin,21
372.4,2015-12-28 22:00:00,0,Senin,22
406.3,2015-12-28 23:00:00,0,Senin,23
421.79999999999995,2015-12-29 00:00:00,1,Selasa,0
407.8,2015-12-29 01:00:00,1,Selasa,1
403.6,2015-12-29 02:00:00,1,Selasa,2
399.5,2015-12-29 03:00:00,1,Selasa,3
400.70000000000005,2015-12-29 04:00:00,1,Selasa,4
379.29999999999995,2015-12-29 05:00:00,1,Selasa,5
376.0,2015-12-29 06:00:00,1,Selasa,6
381.4,2015-12-29 07:00:00,1,Selasa,7
371.4,2015-12-29 08:00:00,1,Selasa,8
356.20000000000005,2015-12-29 09:00:00,1,Selasa,9
351.20000000000005,2015-12-29 10:00:00,1,Selasa,10
367.0,2015-12-29 11:00:00,1,Selasa,11
393.5,2015-12-29 12:00:00,1,Selasa,12
417.8,2015-12-29 13:00:00,1,Selasa,13
441.4,2015-12-29 14:00:00,1,Selasa,14
470.5,2015-12-29 15:00:00,1,Selasa,15
515.4,2015-12-29 16:00:00,1,Selasa,16
571.8,2015-12-29 17:00:00,1,Selasa,17
644.8,2015-12-29 18:00:00,1,Selasa,18
744.9000000000001,2015-12-29 19:00:00,1,Selasa,19
793.7,2015-12-29 20:00:00,1,Selasa,20
838.5999999999999,2015-12-29 21:00:00,1,Selasa,21
837.5,2015-12-29 22:00:00,1,Selasa,22
806.3,2015-12-29 23:00:00,1,Selasa,23
759.9000000000001,2015-12-30 00:00:00,2,Rabu,0
740.2,2015-12-30 01:00:00,2,Rabu,1
607.3,2015-12-30 02:00:00,2,Rabu,2
413.0,2015-12-30 03:00:00,2,Rabu,3
257.4,2015-12-30 04:00:00,2,Rabu,4
222.3,2015-12-30 05:00:00,2,Rabu,5
200.10000000000002,2015-12-30 06:00:00,2,Rabu,6
122.7,2015-12-30 07:00:00,2,Rabu,7
106.6,2015-12-30 08:00:00,2,Rabu,8
100.0,2015-12-30 09:00:00,2,Rabu,9
64.5,2015-12-30 10:00:00,2,Rabu,10
49.8,2015-12-30 11:00:00,2,Rabu,11
28.3,2015-12-30 12:00:00,2,Rabu,12
29.3,2015-12-30 13:00:00,2,Rabu,13
24.8,2015-12-30 14:00:00,2,Rabu,14
27.3,2015-12-30 15:00:00,2,Rabu,15
25.4,2015-12-30 16:00:00,2,Rabu,16
24.3,2015-12-30 17:00:00,2,Rabu,17
28.9,2015-12-30 18:00:00,2,Rabu,18
43.900000000000006,2015-12-30 19:00:00,2,Rabu,19
50.2,2015-12-30 20:00:00,2,Rabu,20
45.900000000000006,2015-12-30 21:00:00,2,Rabu,21
37.5,2015-12-30 22:00:00,2,Rabu,22
38.4,2015-12-30 23:00:00,2,Rabu,23
40.7,2015-12-31 00:00:00,3,Kamis,0
42.5,2015-12-31 01:00:00,3,Kamis,1
45.8,2015-12-31 02:00:00,3,Kamis,2
46.599999999999994,2015-12-31 03:00:00,3,Kamis,3
49.7,2015-12-31 04:00:00,3,Kamis,4
43.0,2015-12-31 05:00:00,3,Kamis,5
37.7,2015-12-31 06:00:00,3,Kamis,6
35.2,2015-12-31 07:00:00,3,Kamis,7
42.6,2015-12-31 08:00:00,3,Kamis,8
59.0,2015-12-31 09:00:00,3,Kamis,9
97.0,2015-12-31 10:00:00,3,Kamis,10
89.9,2015-12-31 11:00:00,3,Kamis,11
79.6,2015-12-31 12:00:00,3,Kamis,12
83.69999999999999,2015-12-31 13:00:00,3,Kamis,13
99.3,2015-12-31 14:00:00,3,Kamis,14
125.10000000000001,2015-12-31 15:00:00,3,Kamis,15
141.0,2015-12-31 16:00:00,3,Kamis,16
161.4,2015-12-31 17:00:00,3,Kamis,17
192.0,2015-12-31 18:00:00,3,Kamis,18
225.5,2015-12-31 19:00:00,3,Kamis,19
246.5,2015-12-31 20:00:00,3,Kamis,20
257.20000000000005,2015-12-31 21:00:00,3,Kamis,21
299.4,2015-12-31 22:00:00,3,Kamis,22
333.5,2015-12-31 23:00:00,3,Kamis,23
318.70000000000005,2016-01-01 00:00:00,4,Jumat,0
306.7,2016-01-01 01:00:00,4,Jumat,1
290.4,2016-01-01 02:00:00,4,Jumat,2
268.0,2016-01-01 03:00:00,4,Jumat,3
243.10000000000002,2016-01-01 04:00:00,4,Jumat,4
211.39999999999998,2016-01-01 05:00:00,4,Jumat,5
196.5,2016-01-01 06:00:00,4,Jumat,6
193.5,2016-01-01 07:00:00,4,Jumat,7
199.3,2016-01-01 08:00:00,4,Jumat,8
212.4,2016-01-01 09:00:00,4,Jumat,9
246.5,2016-01-01 10:00:00,4,Jumat,10
241.1,2016-01-01 11:00:00,4,Jumat,11
257.6,2016-01-01 12:00:00,4,Jumat,12
288.7,2016-01-01 13:00:00,4,Jumat,13
313.9,2016-01-01 14:00:00,4,Jumat,14
334.8,2016-01-01 15:00:00,4,Jumat,15
346.6,2016-01-01 16:00:00,4,Jumat,16
369.2,2016-01-01 17:00:00,4,Jumat,17
427.6,2016-01-01 18:00:00,4,Jumat,18
469.8,2016-01-01 19:00:00,4,Jumat,19
489.3,2016-01-01 20:00:00,4,Jumat,20
516.2,2016-01-01 21:00:00,4,Jumat,21
494.79999999999995,2016-01-01 22:00:00,4,Jumat,22
501.8,2016-01-01 23:00:00,4,Jumat,23
514.2,2016-01-02 00:00:00,5,Sabtu,0
512.0,2016-01-02 01:00:00,5,Sabtu,1
484.0,2016-01-02 02:00:00,5,Sabtu,2
446.3,2016-01-02 03:00:00,5,Sabtu,3
399.2,2016-01-02 04:00:00,5,Sabtu,4
375.5,2016-01-02 05:00:00,5,Sabtu,5
363.8,2016-01-02 06:00:00,5,Sabtu,6
352.0,2016-01-02 07:00:00,5,Sabtu,7
338.4,2016-01-02 08:00:00,5,Sabtu,8
351.4,2016-01-02 09:00:00,5,Sabtu,9
393.4,2016-01-02 10:00:00,5,Sabtu,10
402.6,2016-01-02 11:00:00,5,Sabtu,11
438.5,2016-01-02 12:00:00,5,Sabtu,12
439.7,2016-01-02 13:00:00,5,Sabtu,13
449.3,2016-01-02 14:00:00,5,Sabtu,14
453.3,2016-01-02 15:00:00,5,Sabtu,15
451.4,2016-01-02 16:00:00,5,Sabtu,16
470.1,2016-01-02 17:00:00,5,Sabtu,17
492.79999999999995,2016-01-02 18:00:00,5,Sabtu,18
521.6,2016-01-02 19:00:00,5,Sabtu,19
607.7,2016-01-02 20:00:00,5,Sabtu,20
718.4,2016-01-02 21:00:00,5,Sabtu,21
751.5,2016-01-02 22:00:00,5,Sabtu,22
754.2,2016-01-02 23:00:00,5,Sabtu,23
801.0,2016-01-03 00:00:00,6,Minggu,0
817.0999999999999,2016-01-03 01:00:00,6,Minggu,1
809.2,2016-01-03 02:00:00,6,Minggu,2
769.0999999999999,2016-01-03 03:00:00,6,Minggu,3
636.5,2016-01-03 04:00:00,6,Minggu,4
548.9,2016-01-03 05:00:00,6,Minggu,5
494.4,2016-01-03 06:00:00,6,Minggu,6
413.2,2016-01-03 07:00:00,6,Minggu,7
411.7,2016-01-03 08:00:00,6,Minggu,8
413.8,2016-01-03 09:00:00,6,Minggu,9
406.7,2016-01-03 10:00:00,6,Minggu,10
399.5,2016-01-03 11:00:00,6,Minggu,11
376.0,2016-01-03 12:00:00,6,Minggu,12
323.4,2016-01-03 13:00:00,6,Minggu,13
309.0,2016-01-03 14:00:00,6,Minggu,14
310.20000000000005,2016-01-03 15:00:00,6,Minggu,15
335.6,2016-01-03 16:00:00,6,Minggu,16
381.6,2016-01-03 17:00:00,6,Minggu,17
399.5,2016-01-03 18:00:00,6,Minggu,18
418.6,2016-01-03 19:00:00,6,Minggu,19
429.8,2016-01-03 20:00:00,6,Minggu,20
426.29999999999995,2016-01-03 21:00:00,6,Minggu,21
435.29999999999995,2016-01-03 22:00:00,6,Minggu,22
428.1,2016-01-03 23:00:00,6,Minggu,23
402.2,2016-01-04 00:00:00,0,Senin,0
363.0,2016-01-04 01:00:00,0,Senin,1
345.4,2016-01-04 02:00:00,0,Senin,2
217.6,2016-01-04 03:00:00,0,Senin,3
76.7,2016-01-04 04:00:00,0,Senin,4
44.4,2016-01-04 05:00:00,0,Senin,5
23.4,2016-01-04 06:00:00,0,Senin,6
22.5,2016-01-04 07:00:00,0,Senin,7
32.2,2016-01-04 08:00:00,0,Senin,8
24.799999999999997,2016-01-04 09:00:00,0,Senin,9
25.0,2016-01-04 10:00:00,0,Senin,10
32.099999999999994,2016-01-04 11:00:00,0,Senin,11
26.900000000000002,2016-01-04 12:00:00,0,Senin,12
26.1,2016-01-04 13:00:00,0,Senin,13
22.8,2016-01-04 14:00:00,0,Senin,14
27.9,2016-01-04 15:00:00,0,Senin,15
25.6,2016-01-04 16:00:00,0,Senin,16
27.900000000000002,2016-01-04 17:00:00,0,Senin,17
32.0,2016-01-04 18:00:00,0,Senin,18
46.1,2016-01-04 19:00:00,0,Senin,19
42.0,2016-01-04 20:00:00,0,Senin,20
25.4,2016-01-04 21:00:00,0,Senin,21
22.0,2016-01-04 22:00:00,0,Senin,22
22.7,2016-01-04 23:00:00,0,Senin,23
20.6,2016-01-05 00:00:00,1,Selasa,0
19.4,2016-01-05 01:00:00,1,Selasa,1
14.8,2016-01-05 02:00:00,1,Selasa,2
17.7,2016-01-05 03:00:00,1,Selasa,3
17.0,2016-01-05 04:00:00,1,Selasa,4
17.3,2016-01-05 05:00:00,1,Selasa,5
17.5,2016-01-05 06:00:00,1,Selasa,6
20.3,2016-01-05 07:00:00,1,Selasa,7
25.3,2016-01-05 08:00:00,1,Selasa,8
